2025-06-14 12:27:22.292 python[63901:313770] Metal API Validation Enabled
         165505 function calls (161963 primitive calls) in 0.196 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      460    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      195    0.000    0.000    0.000    0.000 _parser.py:292(tell)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
       56    0.000    0.000    0.000    0.000 typing.py:341(_unpack_args)
        1    0.000    0.000    0.000    0.000 upsample.py:157(Upsample)
        4    0.000    0.000    0.000    0.000 typing.py:2199(__init_subclass__)
      343    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 convolution.py:1(<module>)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
       18    0.000    0.000    0.000    0.000 arrayprint.py:550(wrapper)
      370    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       56    0.000    0.000    0.000    0.000 _compiler.py:401(_simple)
      220    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:1(<module>)
       18    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      373    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        6    0.000    0.000    0.000    0.000 numeric.py:2690(extend_all)
      217    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
      105    0.000    0.000    0.000    0.000 enum.py:760(__delattr__)
        1    0.000    0.000    0.000    0.000 constants.py:38(_SendfileMode)
      401    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 getlimits.py:549(_init)
       36    0.000    0.000    0.000    0.000 inspect.py:2813(__str__)
       30    0.000    0.000    0.000    0.000 _parser.py:85(opengroup)
       12    0.000    0.000    0.000    0.000 enum.py:1010(_find_new_)
        1    0.000    0.000    0.000    0.000 function_base.py:25(linspace)
       65    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       78    0.000    0.000    0.000    0.000 enum.py:1585(_get_value)
       24    0.000    0.000    0.000    0.000 inspect.py:3014(__init__)
        1    0.000    0.000    0.000    0.000 mixins.py:61(NDArrayOperatorsMixin)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
      127    0.000    0.000    0.000    0.000 typing.py:1478(<genexpr>)
        1    0.000    0.000    0.000    0.000 sslproto.py:23(SSLProtocolState)
        3    0.000    0.000    0.000    0.000 enum.py:1455(_missing_)
      245    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       69    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
       82    0.000    0.000    0.000    0.000 {built-in method numpy.array}
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
      265    0.000    0.000    0.000    0.000 overrides.py:105(array_function_dispatch)
       44    0.000    0.000    0.000    0.000 getlimits.py:102(_float_conv)
       43    0.000    0.000    0.000    0.000 _parser.py:371(_escape)
       38    0.000    0.000    0.000    0.000 getlimits.py:25(_fr1)
       24    0.000    0.000    0.000    0.000 inspect.py:176(get_annotations)
        2    0.000    0.000    0.000    0.000 typing.py:1634(__getitem__)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
       30    0.000    0.000    0.000    0.000 typing.py:3794(__getattr__)
        1    0.000    0.000    0.000    0.000 timeouts.py:18(_State)
        1    0.000    0.000    0.000    0.000 _colorize.py:1(<module>)
       35    0.000    0.000    0.000    0.000 _parser.py:448(_uniq)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 taskgroups.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:65(_CopyMode)
       24    0.000    0.000    0.000    0.000 inspect.py:801(_findclass)
        1    0.000    0.000    0.000    0.000 _arraypad_impl.py:1(<module>)
      220    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 thread.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:1256(_generic_init_subclass)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:2073(__init__)
        1    0.000    0.000    0.000    0.000 locks.py:469(_BarrierState)
    23/18    0.000    0.000    0.000    0.000 _compiler.py:439(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 _ufunclike_impl.py:1(<module>)
      290    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
      278    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 recurrent.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sslproto.py:31(AppProtocolState)
        1    0.000    0.000    0.000    0.000 threading.py:1350(__init__)
        1    0.000    0.000    0.000    0.000 random.py:119(__init__)
       16    0.000    0.000    0.000    0.000 plistlib.py:206(handle_end_element)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
       21    0.000    0.000    0.000    0.000 overrides.py:22(get_array_function_like_doc)
        8    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
       24    0.000    0.000    0.000    0.000 inspect.py:764(unwrap)
        4    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 positional_encoding.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _linalg.py:496(inv)
      220    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
       75    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       50    0.000    0.000    0.000    0.000 _add_newdocs.py:6637(refer_to_array_attribute)
      127    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        1    0.000    0.000    0.000    0.000 convolution.py:85(Conv2d)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
      222    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        8    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 runners.py:14(_State)
      127    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.000    0.000 convolution_transpose.py:1(<module>)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1678(_guarded_repr_or_str)
      102    0.000    0.000    0.000    0.000 _parser.py:82(groups)
        4    0.000    0.000    0.000    0.000 typing.py:1927(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 ssl.py:415(Purpose)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
      370    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       14    0.000    0.000    0.000    0.000 _parser.py:273(getuntil)
        1    0.000    0.000    0.000    0.000 transformer.py:15(MultiHeadAttention)
      336    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.000    0.000 __config__.py:14(DisplayModes)
      186    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 _twodim_base_impl.py:547(vander)
      127    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        1    0.000    0.000    0.000    0.000 {method 'sum' of 'numpy.ndarray' objects}
      127    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        1    0.000    0.000    0.000    0.000 platform.py:1066(system)
       95    0.000    0.000    0.000    0.000 {method '__typing_prepare_subst__' of 'typing.TypeVar' objects}
       37    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
       24    0.000    0.000    0.000    0.000 inspect.py:547(isroutine)
        1    0.000    0.000    0.000    0.000 _scalars.py:1(<module>)
      127    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 typing.py:797(_make_union)
       33    0.000    0.000    0.000    0.000 _parser.py:264(getwhile)
       13    0.000    0.000    0.000    0.000 mixins.py:46(_numeric_methods)
     18/8    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 normalization.py:240(BatchNorm)
      127    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
      106    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
      222    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 __init__.py:265(_reset_cache)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x101f15da0}
       96    0.000    0.000    0.000    0.000 inspect.py:386(isfunction)
        1    0.000    0.000    0.000    0.000 __init__.py:432(_sanity_check)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:702(polyval)
      227    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
     18/8    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
      185    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1184(__init__)
       10    0.000    0.000    0.000    0.000 enum.py:1445(_iter_member_by_def_)
       21    0.000    0.000    0.000    0.000 _parser.py:230(__init__)
      132    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 __init__.py:2128(getLogger)
        1    0.000    0.000    0.000    0.000 dropout.py:1(<module>)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1398(__iter__)
       14    0.000    0.000    0.000    0.000 __init__.py:145(_check_size)
      131    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 platform.py:968(uname)
       54    0.000    0.000    0.000    0.000 typing.py:1221(<genexpr>)
        2    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
        1    0.000    0.000    0.000    0.000 _array_api_info.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:978(SSLSocket)
       15    0.000    0.000    0.000    0.000 typing.py:1757(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:18(numeric_type_aliases)
      185    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1209(get_filename)
      250    0.000    0.000    0.000    0.000 enum.py:1213(__init__)
        1    0.000    0.000    0.000    0.000 process.py:396(__init__)
       32    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      137    0.000    0.000    0.000    0.000 _parser.py:112(__init__)
       99    0.000    0.000    0.000    0.000 __init__.py:27(decorator)
      152    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1604(<genexpr>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:622(_register_types)
       99    0.000    0.000    0.000    0.000 __init__.py:16(set_module)
        3    0.000    0.000    0.000    0.000 __init__.py:522(PYFUNCTYPE)
        1    0.000    0.000    0.000    0.000 transformer.py:103(TransformerEncoderLayer)
      185    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1017(create_module)
        1    0.000    0.000    0.000    0.000 _ufunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:758(Popen)
       60    0.000    0.000    0.000    0.000 inspect.py:3061(<genexpr>)
        2    0.000    0.000    0.000    0.000 contextlib.py:276(contextmanager)
        2    0.000    0.000    0.000    0.000 __init__.py:1361(getLogger)
       12    0.000    0.000    0.000    0.000 enum.py:932(_check_for_existing_members_)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        3    0.000    0.000    0.000    0.000 enum.py:1216(_add_alias_)
        1    0.000    0.000    0.000    0.000 {method 'accumulate' of 'numpy.ufunc' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:343(__init__)
      117    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       42    0.000    0.000    0.000    0.000 _compiler.py:573(isstring)
       81    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _io.open}
       16    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:19(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 _linalg.py:43(EigResult)
       21    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       81    0.000    0.000    0.000    0.000 __init__.py:432(<genexpr>)
       12    0.000    0.000    0.000    0.000 enum.py:346(__init__)
       38    0.000    0.000    0.000    0.000 __init__.py:23(<genexpr>)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1384(_recalculate)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:440(__enter__)
       45    0.000    0.000    0.000    0.000 plistlib.py:211(handle_data)
        9    0.000    0.000    0.000    0.000 overrides.py:27(finalize_array_function_like)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
       24    0.000    0.000    0.000    0.000 typing.py:310(_check_generic_specialization)
        4    0.000    0.000    0.000    0.000 typing.py:2329(runtime_checkable)
        1    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
        1    0.000    0.000    0.000    0.000 _machar.py:1(<module>)
       15    0.000    0.000    0.000    0.000 _compiler.py:470(_get_charset_prefix)
       48    0.000    0.000    0.000    0.000 inspect.py:302(isclass)
       24    0.000    0.000    0.000    0.000 numerictypes.py:590(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:54(_get_platform_and_machine)
       58    0.000    0.000    0.000    0.000 _parser.py:171(__setitem__)
      141    0.000    0.000    0.000    0.000 enum.py:917(<lambda>)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       10    0.000    0.000    0.000    0.000 <frozen os>:793(encode)
       35    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        4    0.000    0.000    0.000    0.000 warnings.py:188(_add_filter)
       16    0.000    0.000    0.000    0.000 plistlib.py:200(handle_begin_element)
        1    0.000    0.000    0.000    0.000 _arrayterator_impl.py:1(<module>)
        4    0.000    0.000    0.000    0.000 <frozen os>:711(__getitem__)
        9    0.000    0.000    0.000    0.000 inspect.py:1434(formatannotation)
        1    0.000    0.000    0.000    0.000 base_events.py:417(BaseEventLoop)
       40    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:83(<genexpr>)
       21    0.000    0.000    0.000    0.000 _parser.py:954(fix_flags)
        1    0.000    0.000    0.000    0.000 getlimits.py:312(_get_machar)
        1    0.000    0.000    0.000    0.000 pickle.py:1180(_Unpickler)
       74    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       23    0.000    0.000    0.000    0.000 enum.py:199(__get__)
        1    0.000    0.000    0.000    0.000 threading.py:869(__init__)
       33    0.000    0.000    0.000    0.000 enum.py:69(_is_internal_class)
        1    0.000    0.000    0.000    0.000 _linalg.py:59(SVDResult)
        1    0.000    0.000    0.000    0.000 threads.py:1(<module>)
        2    0.000    0.000    0.000    0.000 queues.py:33(Queue)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1277(__init__)
        1    0.000    0.000    0.000    0.000 events.py:221(AbstractEventLoop)
        2    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
      113    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1380(_get_parent_path)
       20    0.000    0.000    0.000    0.000 mixins.py:18(_binary_method)
        1    0.000    0.000    0.000    0.000 embedding.py:1(<module>)
       10    0.000    0.000    0.000    0.000 enum.py:1435(_iter_member_by_value_)
        6    0.000    0.000    0.000    0.000 typing.py:3119(_get_typeddict_qualifiers)
        1    0.000    0.000    0.000    0.000 _methods.py:50(_sum)
        7    0.000    0.000    0.000    0.000 plistlib.py:278(end_string)
        2    0.000    0.000    0.000    0.000 <frozen os>:719(__setitem__)
        1    0.000    0.000    0.000    0.000 _linalg.py:47(EighResult)
        1    0.000    0.000    0.000    0.000 functools.py:504(lru_cache)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        1    0.000    0.000    0.000    0.000 __init__.py:930(__init__)
        1    0.000    0.000    0.000    0.000 events.py:666(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 __init__.py:495(hugepage_setup)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
       14    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       12    0.000    0.000    0.000    0.000 enum.py:961(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 printoptions.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:451(StringConverter)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:808(get)
        2    0.000    0.000    0.000    0.000 <frozen os>:725(__delitem__)
        1    0.000    0.000    0.000    0.000 {method 'reduce' of 'numpy.ufunc' objects}
        2    0.000    0.000    0.000    0.000 _linalg.py:148(_commonType)
        4    0.000    0.000    0.000    0.000 typing.py:1639(<genexpr>)
        7    0.000    0.000    0.000    0.000 plistlib.py:248(end_key)
        2    0.000    0.000    0.000    0.000 arrayprint.py:547(decorating_function)
        1    0.000    0.000    0.000    0.000 numeric.py:137(ones)
        1    0.000    0.000    0.000    0.000 _linalg.py:55(SlogdetResult)
        1    0.000    0.000    0.000    0.000 base.py:12(Module)
        1    0.000    0.000    0.000    0.000 _linalg.py:51(QRResult)
      105    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 containers.py:1(<module>)
       42    0.000    0.000    0.000    0.000 enum.py:91(_is_single_bit)
        1    0.000    0.000    0.000    0.000 numeric.py:876(outer)
       41    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 __init__.py:600(__init__)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:1477(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:620(set)
        1    0.000    0.000    0.000    0.000 numeric.py:64(zeros_like)
        1    0.000    0.000    0.000    0.000 {built-in method pyexpat.ParserCreate}
        1    0.000    0.000    0.000    0.000 warnings.py:170(simplefilter)
        6    0.000    0.000    0.000    0.000 types.py:334(__getattr__)
        1    0.000    0.000    0.000    0.000 multiarray.py:73(_override___module__)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
       24    0.000    0.000    0.000    0.000 inspect.py:306(ismethod)
        1    0.000    0.000    0.000    0.000 numbers.py:57(Complex)
       14    0.000    0.000    0.000    0.000 typing.py:1742(<genexpr>)
       14    0.000    0.000    0.000    0.000 _parser.py:303(checkgroupname)
       65    0.000    0.000    0.000    0.000 __init__.py:108(<lambda>)
       17    0.000    0.000    0.000    0.000 ssl.py:972(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 selectors.py:568(_can_use)
        1    0.000    0.000    0.000    0.000 getlimits.py:87(_str_smallest_subnormal)
       52    0.000    0.000    0.000    0.000 enum.py:795(<genexpr>)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 tasks.py:71(Task)
       63    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       24    0.000    0.000    0.000    0.000 inspect.py:534(isbuiltin)
        1    0.000    0.000    0.000    0.000 _internal.py:252(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 types.py:276(coroutine)
        3    0.000    0.000    0.000    0.000 getlimits.py:697(__init__)
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:815(__contains__)
       25    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        6    0.000    0.000    0.000    0.000 typing.py:2528(get_origin)
        2    0.000    0.000    0.000    0.000 _compiler.py:394(_bytes_to_codes)
        2    0.000    0.000    0.000    0.000 getlimits.py:63(smallest_subnormal)
       22    0.000    0.000    0.000    0.000 _type_aliases.py:118(<lambda>)
       70    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 futures.py:30(Future)
       17    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 _reprlib_fix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 process.py:71(BaseProcess)
        1    0.000    0.000    0.000    0.000 _nbit.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
       14    0.000    0.000    0.000    0.000 plistlib.py:230(get_data)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
       72    0.000    0.000    0.000    0.000 inspect.py:2791(kind)
        1    0.000    0.000    0.000    0.000 _polynomial_impl.py:1080(poly1d)
        8    0.000    0.000    0.000    0.000 _nbit_base.py:52(__init_subclass__)
        1    0.000    0.000    0.000    0.000 pooling.py:323(MaxPool3d)
       38    0.000    0.000    0.000    0.000 _compiler.py:431(_get_iscased)
       14    0.000    0.000    0.000    0.000 mixins.py:28(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 pooling.py:247(MaxPool2d)
       85    0.000    0.000    0.000    0.000 _compat_pickle.py:166(<genexpr>)
        2    0.000    0.000    0.000    0.000 reprlib.py:12(decorating_function)
        1    0.000    0.000    0.000    0.000 pooling.py:362(AvgPool3d)
        1    0.000    0.000    0.000    0.000 socket.py:215(socket)
        1    0.000    0.000    0.000    0.000 pooling.py:285(AvgPool2d)
        1    0.000    0.000    0.000    0.000 pickle.py:404(_Pickler)
        5    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:858(Thread)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 threading.py:1022(_set_native_id)
       16    0.000    0.000    0.000    0.000 activations.py:12(decorator)
        1    0.000    0.000    0.000    0.000 tempfile.py:685(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 _expired_attrs_2_0.py:1(<module>)
       13    0.000    0.000    0.000    0.000 mixins.py:38(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 pooling.py:216(AvgPool1d)
        2    0.000    0.000    0.000    0.000 weakref.py:289(update)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       71    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        1    0.000    0.000    0.000    0.000 _array_utils_impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pooling.py:185(MaxPool1d)
        1    0.000    0.000    0.000    0.000 selector_events.py:53(BaseSelectorEventLoop)
       24    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:456(__exit__)
        1    0.000    0.000    0.000    0.000 plistlib.py:423(_is_fmt_xml)
       46    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 __init__.py:458(validate)
       21    0.000    0.000    0.000    0.000 _parser.py:76(__init__)
       15    0.000    0.000    0.000    0.000 enum.py:803(__members__)
        1    0.000    0.000    0.000    0.000 traceback.py:989(TracebackException)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1363(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:792(SSLObject)
        1    0.000    0.000    0.000    0.000 threading.py:592(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:384(finfo)
        2    0.000    0.000    0.000    0.000 __init__.py:1409(_fixupParents)
        1    0.000    0.000    0.000    0.000 trsock.py:4(TransportSocket)
        1    0.000    0.000    0.000    0.000 numbers.py:319(Integral)
       42    0.000    0.000    0.000    0.000 _compat_pickle.py:164(<genexpr>)
       42    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        3    0.000    0.000    0.000    0.000 _compiler.py:410(_generate_overlap_table)
        1    0.000    0.000    0.000    0.000 _index_tricks_impl.py:328(AxisConcatenator)
       10    0.000    0.000    0.000    0.000 enum.py:115(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 __init__.py:957(createLock)
        1    0.000    0.000    0.000    0.000 numbers.py:172(Real)
        1    0.000    0.000    0.000    0.000 __init__.py:1846(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 _shape.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:115(_ConnectionBase)
        1    0.000    0.000    0.000    0.000 platform.py:921(uname_result)
        4    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        8    0.000    0.000    0.000    0.000 plistlib.py:214(add_object)
        5    0.000    0.000    0.000    0.000 enum.py:1244(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 queue.py:40(Queue)
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1370(_find_parent_path_names)
       30    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1110(StreamHandler)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
       15    0.000    0.000    0.000    0.000 typing.py:553(__repr__)
       18    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 threading.py:428(notify_all)
       33    0.000    0.000    0.000    0.000 enum.py:248(__init__)
        6    0.000    0.000    0.000    0.000 enum.py:791(__iter__)
       10    0.000    0.000    0.000    0.000 typing.py:544(__getattr__)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
       36    0.000    0.000    0.000    0.000 inspect.py:2779(name)
        1    0.000    0.000    0.000    0.000 __init__.py:921(Handler)
        1    0.000    0.000    0.000    0.000 decoder.py:292(__init__)
        5    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 _linalg.py:123(_makearray)
       17    0.000    0.000    0.000    0.000 enum.py:1733(_simple_enum)
        1    0.000    0.000    0.000    0.000 process.py:630(ProcessPoolExecutor)
        1    0.000    0.000    0.000    0.000 __init__.py:1835(__init__)
        1    0.000    0.000    0.000    0.000 convolution_transpose.py:84(ConvTranspose2d)
        1    0.000    0.000    0.000    0.000 recurrent.py:199(LSTM)
        2    0.000    0.000    0.000    0.000 _parser.py:894(_parse_flags)
       24    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       27    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1307(__init__)
       10    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 sslproto.py:263(SSLProtocol)
        1    0.000    0.000    0.000    0.000 threading.py:674(Barrier)
        1    0.000    0.000    0.000    0.000 distributed.py:191(AllToShardedLinear)
        6    0.000    0.000    0.000    0.000 typing.py:1230(<genexpr>)
        1    0.000    0.000    0.000    0.000 coroutines.py:1(<module>)
